#PERF_COUNT_HW_INSTRUCTIONS #PERF_COUNT_HW_CPU_CYCLES #PERF_COUNT_HW_CACHE_LL_ACCESS_W #PERF_COUNT_HW_CACHE_LL_MISS_W 
67500010088 123923038952 4774815 2699461 
67600003314 124130264309 4778524 2701651 
67700009506 124365992539 4782366 2704069 
67800003030 124596249832 4786093 2706186 
67900003042 124802856596 4790054 2708559 
68000008761 125015940334 4793108 2710371 
68100008875 125254661084 4796917 2713029 
68200003101 125495179639 4801173 2715754 
68300002865 125719972977 4804757 2718308 
68400012698 125921334815 4808102 2720289 
68500003268 126090543636 4811511 2722626 
68600009600 126333581940 4815183 2725072 
68700010571 126545683729 4818940 2727681 
68800008331 126796174795 4822394 2729693 
68900002895 127031276663 4826336 2732150 
69000008419 127219006612 4829068 2733818 
69100003155 127460324428 4832838 2736269 
69200003408 127713217902 4836324 2738454 
69300002933 127884458140 4839512 2740627 
69400003457 128078935368 4842778 2742550 
69500003614 128319563538 4846727 2745020 
69600002574 128536321668 4850630 2747186 
69700007356 128758673421 4854395 2749393 
69800012094 128942785220 4858057 2751410 
69900011208 129145869602 4861533 2753774 
70000002590 129423266837 4865425 2756413 
70100003816 129638827992 4869026 2758572 
70200012675 129910398469 4873050 2761056 
70300009051 130121494969 4876166 2762948 
70400003310 130317937291 4880346 2765455 
70500003091 130526492474 4883702 2767640 
70600010122 130754052606 4887598 2769964 
